"Time","fastapi_sql"
2024-03-03 17:15:00,79077376
2024-03-03 17:15:15,79077376
2024-03-03 17:15:30,79077376
2024-03-03 17:15:45,79077376
2024-03-03 17:16:00,79077376
2024-03-03 17:16:15,79077376
2024-03-03 17:16:30,79077376
2024-03-03 17:16:45,79077376
2024-03-03 17:17:00,79077376
2024-03-03 17:17:15,79077376
2024-03-03 17:17:30,79077376
2024-03-03 17:17:45,79077376
2024-03-03 17:18:00,79077376
2024-03-03 17:18:15,79077376
2024-03-03 17:18:30,79077376
2024-03-03 17:18:45,79077376
2024-03-03 17:19:00,79077376
2024-03-03 17:19:15,79077376
2024-03-03 17:19:30,79077376
2024-03-03 17:19:45,43241472
2024-03-03 17:20:00,56729600
2024-03-03 17:20:15,58277888
2024-03-03 17:20:30,58060800
2024-03-03 17:20:45,58060800
2024-03-03 17:21:00,58060800
2024-03-03 17:21:15,58052608
2024-03-03 17:21:30,58052608
2024-03-03 17:21:45,58052608
2024-03-03 17:22:00,58052608
2024-03-03 17:22:15,58052608
2024-03-03 17:22:30,58052608
2024-03-03 17:22:45,58052608
2024-03-03 17:23:00,58052608
2024-03-03 17:23:15,58052608
2024-03-03 17:23:30,58052608
2024-03-03 17:23:45,58052608
2024-03-03 17:24:00,58052608
2024-03-03 17:24:15,58052608
2024-03-03 17:24:30,58052608
2024-03-03 17:24:45,58052608
2024-03-03 17:25:00,58052608
2024-03-03 17:25:15,58859520
2024-03-03 17:25:30,58564608
2024-03-03 17:25:45,58564608
2024-03-03 17:26:00,58564608
2024-03-03 17:26:15,58564608
2024-03-03 17:26:30,58564608
2024-03-03 17:26:45,58564608
2024-03-03 17:27:00,58564608
2024-03-03 17:27:15,58564608
2024-03-03 17:27:30,59408384
2024-03-03 17:27:45,58597376
2024-03-03 17:28:00,58597376
2024-03-03 17:28:15,58597376
2024-03-03 17:28:30,58597376
2024-03-03 17:28:45,58597376
2024-03-03 17:29:00,58597376
2024-03-03 17:29:15,58597376
2024-03-03 17:29:30,58597376
2024-03-03 17:29:45,58597376
2024-03-03 17:30:00,62521344
2024-03-03 17:30:15,61886464
2024-03-03 17:30:30,61886464
2024-03-03 17:30:45,61886464
2024-03-03 17:31:00,61886464
2024-03-03 17:31:15,61886464
2024-03-03 17:31:30,61886464
2024-03-03 17:31:45,61886464
2024-03-03 17:32:00,61886464
2024-03-03 17:32:15,61886464
2024-03-03 17:32:30,61886464
2024-03-03 17:32:45,61886464
2024-03-03 17:33:00,61886464
2024-03-03 17:33:15,61886464
2024-03-03 17:33:30,61886464
2024-03-03 17:33:45,61886464
2024-03-03 17:34:00,61886464
2024-03-03 17:34:15,61886464
2024-03-03 17:34:30,61886464
2024-03-03 17:34:45,62709760
2024-03-03 17:35:00,62496768
2024-03-03 17:35:15,62033920
2024-03-03 17:35:30,62033920
2024-03-03 17:35:45,62025728
2024-03-03 17:36:00,62021632
2024-03-03 17:36:15,62021632
2024-03-03 17:36:30,62021632
2024-03-03 17:36:45,62021632
2024-03-03 17:37:00,62021632
2024-03-03 17:37:15,62021632
2024-03-03 17:37:30,62021632
2024-03-03 17:37:45,62021632
2024-03-03 17:38:00,62021632
2024-03-03 17:38:15,62021632
2024-03-03 17:38:30,62021632
2024-03-03 17:38:45,62021632
2024-03-03 17:39:00,62021632
2024-03-03 17:39:15,62021632
2024-03-03 17:39:30,62021632
2024-03-03 17:39:45,62021632
2024-03-03 17:40:00,62025728
2024-03-03 17:40:15,62025728
2024-03-03 17:40:30,62025728
2024-03-03 17:40:45,62025728
2024-03-03 17:41:00,62025728
2024-03-03 17:41:15,62025728
2024-03-03 17:41:30,62025728
2024-03-03 17:41:45,62025728
2024-03-03 17:42:00,62025728
2024-03-03 17:42:15,62021632
2024-03-03 17:42:30,62021632
2024-03-03 17:42:45,62021632
2024-03-03 17:43:00,62021632
2024-03-03 17:43:15,62021632
2024-03-03 17:43:30,62021632
2024-03-03 17:43:45,62021632
2024-03-03 17:44:00,62021632
2024-03-03 17:44:15,62021632
2024-03-03 17:44:30,62832640
2024-03-03 17:44:45,62201856
2024-03-03 17:45:00,62201856
2024-03-03 17:45:15,62201856
2024-03-03 17:45:30,62201856
2024-03-03 17:45:45,62201856
2024-03-03 17:46:00,62201856
2024-03-03 17:46:15,62201856
2024-03-03 17:46:30,62201856
2024-03-03 17:46:45,62201856
2024-03-03 17:47:00,62201856
2024-03-03 17:47:15,62201856
2024-03-03 17:47:30,62201856
2024-03-03 17:47:45,62201856
2024-03-03 17:48:00,62201856
2024-03-03 17:48:15,62201856
2024-03-03 17:48:30,62201856
2024-03-03 17:48:45,62201856
2024-03-03 17:49:00,62201856
2024-03-03 17:49:15,63733760
2024-03-03 17:49:30,62889984
2024-03-03 17:49:45,62799872
2024-03-03 17:50:00,62799872
2024-03-03 17:50:15,62787584
2024-03-03 17:50:30,62783488
2024-03-03 17:50:45,62783488
2024-03-03 17:51:00,62783488
2024-03-03 17:51:15,62783488
2024-03-03 17:51:30,62783488
2024-03-03 17:51:45,62783488
2024-03-03 17:52:00,62783488
2024-03-03 17:52:15,62783488
2024-03-03 17:52:30,62783488
2024-03-03 17:52:45,62783488
2024-03-03 17:53:00,62783488
2024-03-03 17:53:15,62783488
2024-03-03 17:53:30,62783488
2024-03-03 17:53:45,62783488
2024-03-03 17:54:00,62783488
2024-03-03 17:54:15,62783488
2024-03-03 17:54:30,62857216
2024-03-03 17:54:45,62857216
2024-03-03 17:55:00,62857216
2024-03-03 17:55:15,62857216
2024-03-03 17:55:30,62857216
2024-03-03 17:55:45,62857216
2024-03-03 17:56:00,62857216
2024-03-03 17:56:15,62857216
2024-03-03 17:56:30,62857216
2024-03-03 17:56:45,62853120
2024-03-03 17:57:00,62853120
2024-03-03 17:57:15,62853120
2024-03-03 17:57:30,62853120
2024-03-03 17:57:45,62853120
2024-03-03 17:58:00,62853120
2024-03-03 17:58:15,62853120
2024-03-03 17:58:30,62853120
2024-03-03 17:58:45,62853120
2024-03-03 17:59:00,63442944
2024-03-03 17:59:15,63025152
2024-03-03 17:59:30,63025152
2024-03-03 17:59:45,63025152
2024-03-03 18:00:00,63025152
2024-03-03 18:00:15,63057920
2024-03-03 18:00:30,64704512
2024-03-03 18:00:45,64704512
2024-03-03 18:01:00,64704512
2024-03-03 18:01:15,64704512
2024-03-03 18:01:30,64704512
2024-03-03 18:01:45,64704512
2024-03-03 18:02:00,64704512
2024-03-03 18:02:15,64704512
2024-03-03 18:02:30,64704512
2024-03-03 18:02:45,64704512
2024-03-03 18:03:00,64704512
2024-03-03 18:03:15,64704512
2024-03-03 18:03:30,64704512
2024-03-03 18:03:45,65335296
2024-03-03 18:04:00,65089536
2024-03-03 18:04:15,64770048
2024-03-03 18:04:30,64770048
2024-03-03 18:04:45,64761856
2024-03-03 18:05:00,64757760
2024-03-03 18:05:15,64757760
2024-03-03 18:05:30,64757760
2024-03-03 18:05:45,64757760
2024-03-03 18:06:00,64757760
2024-03-03 18:06:15,64757760
2024-03-03 18:06:30,64757760
2024-03-03 18:06:45,64757760
2024-03-03 18:07:00,64757760
2024-03-03 18:07:15,64757760
2024-03-03 18:07:30,64757760
2024-03-03 18:07:45,64757760
2024-03-03 18:08:00,64757760
2024-03-03 18:08:15,64757760
2024-03-03 18:08:30,64757760
2024-03-03 18:08:45,64757760
2024-03-03 18:09:00,64765952
2024-03-03 18:09:15,64765952
2024-03-03 18:09:30,64765952
2024-03-03 18:09:45,64765952
2024-03-03 18:10:00,64765952
2024-03-03 18:10:15,64765952
2024-03-03 18:10:30,64765952
2024-03-03 18:10:45,64765952
2024-03-03 18:11:00,64765952
2024-03-03 18:11:15,64757760
2024-03-03 18:11:30,64757760
2024-03-03 18:11:45,64757760
2024-03-03 18:12:00,64757760
2024-03-03 18:12:15,64757760
2024-03-03 18:12:30,64757760
2024-03-03 18:12:45,64757760
2024-03-03 18:13:00,64757760
2024-03-03 18:13:15,64757760
2024-03-03 18:13:30,65208320
2024-03-03 18:13:45,64823296
2024-03-03 18:14:00,64823296
2024-03-03 18:14:15,64823296
2024-03-03 18:14:30,64823296
2024-03-03 18:14:45,64823296
2024-03-03 18:15:00,64823296
2024-03-03 18:15:15,64823296
2024-03-03 18:15:30,64823296
2024-03-03 18:15:45,64823296
2024-03-03 18:16:00,64823296
2024-03-03 18:16:15,64823296
2024-03-03 18:16:30,64823296
2024-03-03 18:16:45,64823296
2024-03-03 18:17:00,64823296
2024-03-03 18:17:15,64823296
2024-03-03 18:17:30,64823296
2024-03-03 18:17:45,64823296
2024-03-03 18:18:00,64823296
2024-03-03 18:18:15,64954368
2024-03-03 18:18:30,64954368
2024-03-03 18:18:45,64892928
2024-03-03 18:19:00,64892928
2024-03-03 18:19:15,64888832
2024-03-03 18:19:30,64884736
2024-03-03 18:19:45,64884736
2024-03-03 18:20:00,64884736
2024-03-03 18:20:15,64884736
2024-03-03 18:20:30,64884736
2024-03-03 18:20:45,64884736
2024-03-03 18:21:00,64884736
2024-03-03 18:21:15,64884736
2024-03-03 18:21:30,64884736
2024-03-03 18:21:45,64884736
2024-03-03 18:22:00,64884736
2024-03-03 18:22:15,64884736
2024-03-03 18:22:30,64884736
2024-03-03 18:22:45,64884736
2024-03-03 18:23:00,64884736
2024-03-03 18:23:15,64884736
2024-03-03 18:23:30,65691648
2024-03-03 18:23:45,64909312
2024-03-03 18:24:00,64909312
2024-03-03 18:24:15,64909312
2024-03-03 18:24:30,64909312
2024-03-03 18:24:45,64909312
2024-03-03 18:25:00,64909312
2024-03-03 18:25:15,64909312
2024-03-03 18:25:30,64909312
2024-03-03 18:25:45,64905216
2024-03-03 18:26:00,64905216
2024-03-03 18:26:15,64905216
2024-03-03 18:26:30,64905216
2024-03-03 18:26:45,64905216
2024-03-03 18:27:00,64905216
2024-03-03 18:27:15,64905216
2024-03-03 18:27:30,64905216
2024-03-03 18:27:45,64905216
2024-03-03 18:28:00,64905216
2024-03-03 18:28:15,65593344
2024-03-03 18:28:30,64942080
2024-03-03 18:28:45,64942080
2024-03-03 18:29:00,64942080
2024-03-03 18:29:15,64942080
2024-03-03 18:29:30,64942080
2024-03-03 18:29:45,64942080
2024-03-03 18:30:00,64942080
2024-03-03 18:30:15,64942080
2024-03-03 18:30:30,64942080
2024-03-03 18:30:45,64942080
2024-03-03 18:31:00,64942080
2024-03-03 18:31:15,64942080
2024-03-03 18:31:30,64942080
2024-03-03 18:31:45,64942080
2024-03-03 18:32:00,64942080
2024-03-03 18:32:15,64942080
2024-03-03 18:32:30,64942080
2024-03-03 18:32:45,64942080
2024-03-03 18:33:00,64942080